0,1
0,2
0,3
1,2
2,3
3,1
4,5
4,6
4,7
5,6
6,7
7,5
8,9
8,10
8,11
9,10
10,11
11,9
12,13
12,14
12,15
13,14
14,15
15,13
16,17
16,18
16,19
17,18
18,19
19,17
20,21
20,22
20,23
21,22
22,23
23,21
24,25
24,26
24,27
25,26
26,27
27,25
28,29
28,30
28,31
29,30
30,31
31,29
32,33
32,34
32,35
33,34
34,35
35,33
36,37
36,38
36,39
37,38
38,39
39,37
40,41
40,42
40,43
41,42
42,43
43,41
44,45
44,46
44,47
45,46
46,47
47,45
48,49
48,50
48,51
49,50
50,51
51,49
52,53
52,54
52,55
53,54
54,55
55,53
56,57
56,58
56,59
57,58
58,59
59,57
60,61
60,62
60,63
61,62
62,63
63,61
64,65
64,66
64,67
65,66
66,67
67,65
68,69
68,70
68,71
69,70
70,71
71,69
72,73
72,74
72,75
73,74
74,75
75,73
76,77
76,78
76,79
77,78
78,79
79,77
80,81
80,82
80,83
81,82
82,83
83,81
84,85
84,86
84,87
85,86
86,87
87,85
88,89
88,90
88,91
89,90
90,91
91,89
92,93
92,94
92,95
93,94
94,95
95,93
96,97
96,98
96,99
97,98
98,99
99,97
100,101
100,102
100,103
101,102
102,103
103,101
104,105
104,106
104,107
105,106
106,107
107,105
108,109
108,110
108,111
109,110
110,111
111,109
112,113
112,114
112,115
113,114
114,115
115,113
116,117
116,118
116,119
117,118
118,119
119,117
120,121
120,122
120,123
121,122
122,123
123,121
124,125
124,126
124,127
125,126
126,127
127,125
128,129
128,130
128,131
129,130
130,131
131,129
132,133
132,134
132,135
133,134
134,135
135,133
136,137
136,138
136,139
137,138
138,139
139,137
140,141
140,142
140,143
141,142
142,143
143,141
144,145
144,146
144,147
145,146
146,147
147,145
148,149
148,150
148,151
149,150
150,151
151,149
152,153
152,154
152,155
153,154
154,155
155,153
156,157
156,158
156,159
157,158
158,159
159,157
160,161
160,162
160,163
161,162
162,163
163,161
164,165
164,166
164,167
165,166
166,167
167,165
168,169
168,170
168,171
169,170
170,171
171,169
172,173
172,174
172,175
173,174
174,175
175,173
176,177
176,178
176,179
177,178
178,179
179,177
180,181
180,182
180,183
181,182
182,183
183,181
184,185
184,186
184,187
185,186
186,187
187,185
188,189
188,190
188,191
189,190
190,191
191,189
192,193
192,194
192,195
193,194
194,195
195,193
196,197
196,198
196,199
197,198
198,199
199,197
200,201
200,202
200,203
201,202
202,203
203,201
204,205
204,206
204,207
205,206
206,207
207,205
208,209
208,210
208,211
209,210
210,211
211,209
212,213
212,214
212,215
213,214
214,215
215,213
216,217
216,218
216,219
217,218
218,219
219,217
220,221
220,222
220,223
221,222
222,223
223,221
224,225
224,226
224,227
225,226
226,227
227,225
228,229
228,230
228,231
229,230
230,231
231,229
232,233
232,234
232,235
233,234
234,235
235,233
236,237
236,238
236,239
237,238
238,239
239,237
240,241
240,242
240,243
241,242
242,243
243,241
244,245
244,246
244,247
245,246
246,247
247,245
248,249
248,250
248,251
249,250
250,251
251,249
252,253
252,254
252,255
253,254
254,255
255,253
256,257
256,258
256,259
257,258
258,259
259,257
260,261
260,262
260,263
261,262
262,263
263,261
264,265
264,266
264,267
265,266
266,267
267,265
268,269
268,270
268,271
269,270
270,271
271,269
272,273
272,274
272,275
273,274
274,275
275,273
276,277
276,278
276,279
277,278
278,279
279,277
280,281
280,282
280,283
281,282
282,283
283,281
284,285
284,286
284,287
285,286
286,287
287,285
288,289
288,290
288,291
289,290
290,291
291,289
292,293
292,294
292,295
293,294
294,295
295,293
296,297
296,298
296,299
297,298
298,299
299,297
6,2
3,2
8,1
10,2
12,2
13,2
16,1
15,1
22,2
20,0
24,3
26,2
28,3
28,3
33,3
33,1
35,1
35,0
39,0
42,3
46,3
43,2
47,3
50,2
53,2
53,1
55,0
56,3
59,2
61,1
64,0
63,3
70,1
68,0
72,1
74,0
75,1
75,2
82,1
80,3
84,2
85,3
87,3
87,3
93,1
92,2
97,1
96,3
100,2
99,3
104,3
104,1
108,0
110,0
114,3
113,2
116,1
117,0
121,3
122,1
125,2
125,2
130,3
127,3
132,2
132,2
138,3
137,0
140,3
140,2
145,2
145,3
149,2
147,2
151,2
151,1
155,3
158,2
161,0
162,3
166,1
163,2
168,1
169,0
173,3
173,3
176,1
178,0
180,2
181,1
186,1
186,1
187,1
188,0
194,2
192,3
197,1
195,3
202,3
201,0
203,2
205,1
210,3
208,0
211,2
211,0
217,2
216,0
222,3
219,0
225,1
223,3
230,0
228,1
232,3
231,0
238,1
237,0
239,3
241,3
244,0
244,1
248,1
247,0
254,1
253,3
257,0
257,3
261,3
262,3
265,1
264,3
269,0
268,1
272,3
271,2
276,3
277,2
279,2
280,3
285,3
285,0
289,2
288,3
292,2
291,2
298,2
296,0
300,3
302,2
10,7
9,7
13,5
14,7
18,5
18,5
22,4
20,4
24,6
26,6
29,4
30,5
34,5
31,4
38,5
37,4
42,5
39,5
43,7
46,6
49,4
48,5
54,5
54,5
55,7
58,4
61,6
60,7
64,7
66,7
67,7
68,7
73,6
72,7
77,4
77,5
80,5
79,6
85,4
86,7
89,7
89,5
93,6
91,4
96,5
95,7
101,5
102,4
103,7
103,4
109,4
108,6
114,7
111,4
117,5
115,5
120,7
121,6
123,4
126,7
130,4
130,5
133,5
131,6
135,7
136,6
142,4
142,5
144,7
145,4
149,6
150,7
151,5
153,6
156,7
158,7
160,6
162,6
166,4
165,4
170,6
167,6
171,5
173,6
176,7
177,7
179,5
182,7
183,6
185,7
188,4
189,7
192,4
194,5
196,7
195,4
202,7
199,4
204,4
203,6
209,4
208,5
211,6
213,5
218,5
218,5
220,6
220,4
225,7
223,4
229,4
227,7
232,6
232,7
236,5
235,4
239,4
241,7
245,7
244,6
249,6
249,5
252,5
251,4
257,4
255,4
262,5
261,5
264,6
266,4
270,7
269,6
271,6
271,6
276,5
276,6
282,6
279,5
286,7
284,6
288,5
290,7
292,7
294,5
298,6
296,5
300,7
301,7
13,11
11,11
16,9
18,9
20,8
21,10
25,9
26,9
27,10
28,10
34,8
32,10
38,9
36,8
39,10
39,10
46,10
43,9
49,8
49,9
52,11
54,11
55,8
56,10
59,10
60,11
64,11
66,9
70,8
67,11
71,9
74,8
75,9
76,8
82,9
79,10
85,8
86,9
88,10
89,10
94,9
91,10
97,11
95,10
102,8
99,8
106,11
103,11
110,8
109,11
112,10
113,10
118,11
115,8
122,11
122,10
124,9
126,8
129,9
127,8
133,9
131,9
137,9
136,9
140,11
140,8
146,10
146,8
149,8
149,8
154,11
151,9
157,9
157,11
160,11
159,8
165,9
166,10
170,8
167,11
172,8
171,8
178,8
177,10
181,11
181,9
184,8
186,8
188,9
189,10
191,11
192,8
195,8
196,8
200,11
199,11
205,9
206,11
207,10
210,11
211,9
211,10
218,10
217,9
221,10
219,8
224,8
226,9
228,9
227,10
234,8
233,9
236,9
238,9
239,9
242,10
245,8
243,8
250,10
247,10
252,9
254,9
255,10
258,11
259,8
261,10
264,9
266,8
