0,1
0,2
0,3
1,2
2,3
3,1
4,5
4,6
4,7
5,6
6,7
7,5
8,9
8,10
8,11
9,10
10,11
11,9
12,13
12,14
12,15
13,14
14,15
15,13
16,17
16,18
16,19
17,18
18,19
19,17
20,21
20,22
20,23
21,22
22,23
23,21
24,25
24,26
24,27
25,26
26,27
27,25
28,29
28,30
28,31
29,30
30,31
31,29
32,33
32,34
32,35
33,34
34,35
35,33
36,37
36,38
36,39
37,38
38,39
39,37
40,41
40,42
40,43
41,42
42,43
43,41
44,45
44,46
44,47
45,46
46,47
47,45
48,49
48,50
48,51
49,50
50,51
51,49
52,53
52,54
52,55
53,54
54,55
55,53
56,57
56,58
56,59
57,58
58,59
59,57
60,61
60,62
60,63
61,62
62,63
63,61
64,65
64,66
64,67
65,66
66,67
67,65
68,69
68,70
68,71
69,70
70,71
71,69
72,73
72,74
72,75
73,74
74,75
75,73
76,77
76,78
76,79
77,78
78,79
79,77
80,81
80,82
80,83
81,82
82,83
83,81
84,85
84,86
84,87
85,86
86,87
87,85
88,89
88,90
88,91
89,90
90,91
91,89
92,93
92,94
92,95
93,94
94,95
95,93
96,97
96,98
96,99
97,98
98,99
99,97
100,101
100,102
100,103
101,102
102,103
103,101
104,105
104,106
104,107
105,106
106,107
107,105
108,109
108,110
108,111
109,110
110,111
111,109
112,113
112,114
112,115
113,114
114,115
115,113
116,117
116,118
116,119
117,118
118,119
119,117
120,121
120,122
120,123
121,122
122,123
123,121
124,125
124,126
124,127
125,126
126,127
127,125
128,129
128,130
128,131
129,130
130,131
131,129
132,133
132,134
132,135
133,134
134,135
135,133
136,137
136,138
136,139
137,138
138,139
139,137
140,141
140,142
140,143
141,142
142,143
143,141
144,145
144,146
144,147
145,146
146,147
147,145
148,149
148,150
148,151
149,150
150,151
151,149
152,153
152,154
152,155
153,154
154,155
155,153
156,157
156,158
156,159
157,158
158,159
159,157
160,161
160,162
160,163
161,162
162,163
163,161
164,165
164,166
164,167
165,166
166,167
167,165
168,169
168,170
168,171
169,170
170,171
171,169
172,173
172,174
172,175
173,174
174,175
175,173
176,177
176,178
176,179
177,178
178,179
179,177
180,181
180,182
180,183
181,182
182,183
183,181
184,185
184,186
184,187
185,186
186,187
187,185
188,189
188,190
188,191
189,190
190,191
191,189
192,193
192,194
192,195
193,194
194,195
195,193
196,197
196,198
196,199
197,198
198,199
199,197
6,3
7,3
14,0
15,2
21,1
24,3
27,3
34,0
37,3
41,1
44,2
49,0
54,3
56,2
62,1
66,3
67,3
71,1
77,0
81,1
84,2
89,3
92,1
97,2
102,0
106,2
108,0
112,1
118,1
120,3
125,2
128,2
132,2
136,2
139,1
144,3
150,0
153,1
158,3
161,1
163,1
167,0
172,2
176,1
181,0
184,3
189,0
192,0
197,2
199,0
7,7
12,4
15,5
21,4
23,6
30,5
32,5
35,5
42,7
45,4
47,6
52,6
58,7
59,5
63,4
70,6
72,4
76,7
80,4
83,7
90,4
91,6
98,7
101,7
104,6
108,6
112,6
115,4
121,7
123,7
127,4
131,6
136,7
139,6
146,7
148,5
152,6
156,7
162,5
166,5
169,6
171,7
176,7
181,7
183,4
187,5
192,7
196,5
202,5
12,11
15,9
19,9
26,8
29,9
34,9
38,9
41,9
46,8
49,10
54,11
55,10
62,11
63,11
68,9
72,9
77,10
82,11
83,10
89,8
93,11
96,11
99,11
104,10
107,8
112,10
115,8
122,11
125,11
127,10
133,10
135,8
142,9
144,9
150,9
153,9
157,10
162,8
163,10
169,11
173,9
175,9
182,8
183,8
187,10
192,8
198,8
199,9
18,14
19,13
25,14
28,13
33,14
37,14
41,15
45,15
49,15
54,13
56,14
62,13
64,13
67,13
73,14
77,12
81,12
85,12
87,13
94,15
97,14
102,15
103,15
108,14
113,15
116,12
120,14
123,15
129,13
134,15
137,13
139,12
144,14
149,15
154,13
155,14
162,14
166,12
167,13
173,14
177,15
179,15
184,14
187,15
192,12
197,14
202,13
20,16
24,16
28,17
32,18
38,19
40,16
44,16
48,17
53,18
56,18
59,17
64,19
70,19
73,17
78,16
82,17
84,19
89,18
92,18
98,16
99,18
103,19
107,18
113,16
116,19
119,17
125,19
127,19
131,17
135,16
141,19
146,16
149,17
152,17
157,17
159,16
164,19
167,18
171,19
175,18
180,16
186,16
187,17
193,18
196,16
200,16
26,22
27,20
31,21
36,23
39,22
46,22
48,21
51,21
55,21
60,23
65,21
69,22
73,22
77,21
80,21
84,23
88,21
94,23
95,20
99,22
105,23
108,22
111,23
118,20
122,23
123,23
130,23
133,20
135,23
140,23
143,20
147,23
152,22
158,23
161,23
165,22
169,21
174,20
178,20
180,20
183,20
190,22
191,20
195,23
199,21
30,25
31,24
35,24
39,26
45,25
49,26
52,24
57,24
61,24
64,27
67,26
73,27
75,27
81,24
84,27
89,27
93,27
95,27
102,25
106,26
108,27
112,26
116,24
121,24
124,27
129,24
132,27
136,26
142,27
144,24
149,25
154,24
157,27
160,26
163,25
169,27
171,24
177,26
182,24
184,25
187,25
191,27
197,26
202,27
32,28
37,30
39,29
46,29
49,28
53,28
58,28
61,28
64,31
67,28
72,30
76,31
79,30
86,28
89,28
94,29
96,28
102,30
106,31
108,28
111,28
117,30
119,28
125,31
130,28
131,28
136,31
142,31
145,30
149,28
153,29
157,30
161,29
163,30
168,28
171,30
175,30
181,31
186,31
190,29
192,31
198,31
201,31
36,33
39,32
45,34
49,33
52,34
57,34
62,34
66,35
68,34
73,32
76,32
82,34
83,32
87,35
94,33
95,32
100,35
105,35
110,33
112,33
116,32
119,32
125,32
128,33
132,35
138,35
142,33
145,32
149,32
154,35
156,32
160,34
164,33
170,35
174,34
177,32
181,35
186,34
187,35
194,33
195,35
200,33
42,39
45,39
49,38
53,37
56,37
61,39
64,37
68,37
71,38
78,36
80,39
85,37
89,38
93,39
97,39
101,36
106,39
108,37
112,37
115,38
119,37
126,38
127,38
133,39
138,36
139,38
146,38
148,39
154,37
157,37
161,38
164,37
169,36
171,37
176,39
182,37
186,38
190,36
191,36
196,37
199,38
46,40
49,41
52,42
55,41
61,43
63,42
68,41
73,41
75,43
82,41
86,42
89,42
94,40
95,40
101,41
105,41
110,42
112,41
116,43
121,41
125,40
127,42
131,41
136,40
140,40
143,40
150,41
154,41
155,41
161,41
166,40
169,41
173,41
178,43
179,41
183,42
188,40
194,41
198,42
202,40
50,45
52,47
56,45
60,46
63,46
69,47
71,44
78,46
80,45
85,45
90,47
93,47
98,46
99,44
105,47
107,47
112,45
115,47
119,46
124,46
129,46
133,47
135,45
139,44
144,46
147,44
151,45
158,46
159,44
166,44
168,47
174,44
178,45
180,44
183,45
188,45
194,47
196,47
202,47
52,51
57,48
60,48
66,48
67,50
74,48
78,50
81,50
84,49
88,51
94,49
97,50
101,51
104,48
108,49
111,50
116,51
122,49
124,51
127,51
133,49
135,51
141,48
146,49
149,51
152,50
156,49
160,48
163,50
167,48
174,50
177,48
181,49
183,48
187,49
191,49
198,48
201,48
56,55
59,54
64,52
70,53
